,,,,,,,language,,
H727,1020,ʼârôwn,aleph-resh,אר,box,ʼârôwn,Hebrew,ארון,
H727,1020,ʼârôwn,aleph-resh,אר,chest,ʼârôwn,Hebrew,ארון,
H727,1020,ʼârôwn,aleph-resh,אר,coffin,ʼârôwn,Hebrew,ארון,
H774,1111,ʼArpâd,NAME,ארפד,Arpad,ʼArpâd,Hebrew,ארפד,
H775,1111,ʼArpakshad,NAME,ארפכשד,Arpakshad,ʼArpakshad,Hebrew,ארפכשד,
H6208,1111,ʻArqîy,NAME,ערקי,Arkite,ʻArqîy,Hebrew,ערקי,
H783,1111,ʼArtachshashtâʼ,NAME,ארתחששתא,Artachshasta,ʼArtachshashtâʼ,Hebrew,ארתחששתא,
H777,1111,ʼartsâʼ,NAME,ארצא,Artsa,ʼartsâʼ,Hebrew,ארצא,
H6161,2573,ʻărubbâh,ayin-resh-beyt,ערב,given as security,ʻărubbâh,Hebrew,ערבה,
H699,1439,ʼărubbâh,resh-beyt,רב,lattice,ʼărubbâh,Hebrew,ארבה,
H700,1111,ʼĂrubbôwth,NAME,ארבות,Arubboth,ʼĂrubbôwth,Hebrew,ארבות,
H737,1445,ʼăruchâh,resh-hhet,רח,allowance,ʼăruchâh,Hebrew,ארחה,
H737,1445,ʼăruchâh,resh-hhet,רח,diet,ʼăruchâh,Hebrew,ארחה,
H737,1445,ʼăruchâh,resh-hhet,רח,dinner,ʼăruchâh,Hebrew,ארחה,
H737,1445,ʼăruchâh,resh-hhet,רח,ration of food,ʼăruchâh,Hebrew,ארחה,
H737,1445,ʼăruchâh,resh-hhet,רח,victuals,ʼăruchâh,Hebrew,ארחה,
H6170,2574,ʻărûwgâh,ayin-resh-gimel,ערג,bed,ʻărûwgâh,Hebrew,ערוגה,
H6170,2574,ʻărûwgâh,ayin-resh-gimel,ערג,furrow,ʻărûwgâh,Hebrew,ערוגה,
H6170,2574,ʻărûwgâh,ayin-resh-gimel,ערג,piled up,ʻărûwgâh,Hebrew,ערוגה,
H724,1448,ʼărûwkâh,resh-kaph,רכ,perfected,ʼărûwkâh,Hebrew,ארוכה,
H6175,1365,ʻârûwm,ayin-resh,ער,crafty,ʻârûwm,Hebrew,ערום,
H6175,1365,ʻârûwm,ayin-resh,ער,cunning,ʻârûwm,Hebrew,ערום,
H6175,1365,ʻârûwm,ayin-resh,ער,prudent,ʻârûwm,Hebrew,ערום,
H6175,1365,ʻârûwm,ayin-resh,ער,subtil,ʻârûwm,Hebrew,ערום,
H725,1111,ʼĂrûwmâh,NAME,ארומה,Arumah,ʼĂrûwmâh,Hebrew,ארומה,
H6178,2581,ʻârûwts,ayin-tsade-quph,עצק,cliff,ʻârûwts,Hebrew,ערוץ,
H6178,2581,ʻârûwts,ayin-tsade-quph,עצק,feared,ʻârûwts,Hebrew,ערוץ,
H719,1111,ʼArwad,NAME,ארוד,Arvad,ʼArwad,Hebrew,ארוד,
H721,1111,ʼArwâdîy,NAME,ארודי,Arvadite,ʼArwâdîy,Hebrew,ארודי,
H6173,1365,ʻarwâh,ayin-resh,ער,nakedness,ʻarwâh,Hebrew,ערוה,
H745,1111,ʼAryêh,NAME,אריה,Arjeh,ʼAryêh,Hebrew,אריה,
H744,1442,ʼaryêh,resh-hey,רה,fear,ʼaryêh,Hebrew,אריה,
H744,1442,ʼaryêh,resh-hey,רה,fierce,ʼaryêh,Hebrew,אריה,
H744,1442,ʼaryêh,resh-hey,רה,lion,ʼaryêh,Hebrew,אריה,
H746,1111,ʼĂryôwk,NAME,אריוך,Arjok,ʼĂryôwk,Hebrew,אריוך,
H731,1444,ʼarzâh,resh-zayin,רז,cedar wainscoating,ʼarzâh,Hebrew,ארזה,
H6213,1360,ʻâsâh,ayin-samehh,עס,bring,ʻâsâh,Hebrew,עשה,
H6213,1360,ʻâsâh,ayin-samehh,עס,commit,ʻâsâh,Hebrew,עשה,
H6213,1360,ʻâsâh,ayin-samehh,עס,deal,ʻâsâh,Hebrew,עשה,
H6213,1360,ʻâsâh,ayin-samehh,עס,do,ʻâsâh,Hebrew,עשה,
H6213,1360,ʻâsâh,ayin-samehh,עס,dress,ʻâsâh,Hebrew,עשה,
H6213,1360,ʻâsâh,ayin-samehh,עס,execute,ʻâsâh,Hebrew,עשה,
H6213,1360,ʻâsâh,ayin-samehh,עס,get,ʻâsâh,Hebrew,עשה,
H6213,1360,ʻâsâh,ayin-samehh,עס,keep,ʻâsâh,Hebrew,עשה,
H6213,1360,ʻâsâh,ayin-samehh,עס,maintain,ʻâsâh,Hebrew,עשה,
H6213,1360,ʻâsâh,ayin-samehh,עס,make,ʻâsâh,Hebrew,עשה,
H6213,1360,ʻâsâh,ayin-samehh,עס,maker,ʻâsâh,Hebrew,עשה,
H6213,1360,ʻâsâh,ayin-samehh,עס,offer,ʻâsâh,Hebrew,עשה,
H6213,1360,ʻâsâh,ayin-samehh,עס,prepare,ʻâsâh,Hebrew,עשה,
H6213,1360,ʻâsâh,ayin-samehh,עס,show,ʻâsâh,Hebrew,עשה,
H6213,1360,ʻâsâh,ayin-samehh,עס,wrought,ʻâsâh,Hebrew,עשה,
H6214,1111,ʻĂsâhʼêl,NAME,עשהאל,Asahel,ʻĂsâhʼêl,Hebrew,עשהאל,
H6229,2562,ʻâsaq,ayin-samehh-quph,עסק,press upon,ʻâsaq,Hebrew,עשק,
H6229,2562,ʻâsaq,ayin-samehh-quph,עסק,strive ,ʻâsaq,Hebrew,עשק,
H6237,2563,ʻâsar,ayin-samehh-resh,עסר,tithe,ʻâsar,Hebrew,עשר,
H6240,2563,ʻâsâr,ayin-samehh-resh,עסר,ten,ʻâsâr,Hebrew,עשר,
H6236,2563,ʻăsar,ayin-samehh-resh,עסר,ten,ʻăsar,Hebrew,עשר,
H840,1111,ʼĂsarʼêl,NAME,אשראל,Asarel,ʼĂsarʼêl,Hebrew,אשראל,
H841,1111,ʼĂsarʼêlâh,NAME,אשראלה,Asarelah,ʼĂsarʼêlâh,Hebrew,אשראלה,
H6222,1111,ʻĂsâyâh,NAME,עשיה,Asajah,ʻĂsâyâh,Hebrew,עשיה,
H6212,2561,ʻeseb,ayin-samehh-beyt,עסב,grass,ʻâsh,Hebrew,עשב,
H6212,2561,ʻeseb,ayin-samehh-beyt,עסב,herb,ʻâsh,Hebrew,עשב,
H6211,2561,ʻâsh,ayin-samehh-beyt,עסב,moth,ʻâsh,Hebrew,עש,
H816,1473,ʼâsham,shin-mem,שמ,be guilty,ʼâsham,Hebrew,אשם,
H817,1473,ʼâshâm,shin-mem,שמ,guilt,ʼâshâm,Hebrew,אשם,
H6225,2583,ʻâshan,ayin-shin-nun,עשנ,smoke,ʻâshan,Hebrew,עשן,
H6228,1111,ʻÂshân,NAME,עשן,Ashan,ʻÂshân,Hebrew,עשן,
H6227,2583,ʻâshân,ayin-shin-nun,עשנ,smoke,ʻâshân,Hebrew,עשן,
H6231,2584,ʻâshaq,ayin-shin-quph,עשק,press upon,ʻâshaq,Hebrew,עשק,
H6238,2585,ʻâshar,ayin-shin-resh,עשר,accumulate,ʻâshar,Hebrew,עשר,
H833,1480,ʼâshar,shin-resh,שר,be straight,ʼâshar,Hebrew,אשר,
H6245,2586,ʻâshath,ayin-shin-tav,עשת,sleek,ʻâshath,Hebrew,עשת,
H791,1111,ʼAshbêaʻ,NAME,אשבע,Asbea,ʼAshbêaʻ,Hebrew,אשבע,
H788,1111,ʼAshbêl,NAME,אשבל,Ashbel,ʼAshbêl,Hebrew,אשבל,
H789,1111,ʼAshbêlîy,NAME,אשבלי,Ashbelite,ʼAshbêlîy,Hebrew,אשבלי,
H806,1111,ʼAshchûwr,NAME,אשחור,Ashchur,ʼAshchûwr,Hebrew,אשחור,
H795,1111,ʼAshdôwd,NAME,אשדוד,Ashdod,ʼAshdôwd,Hebrew,אשדוד,
H796,1111,ʼAshdôwdîy,NAME,אשדודי,Ashdodite,ʼAshdôwdîy,Hebrew,אשדודי,
H798,1111,ʼAshdôwth hap-Piçgâh,NAME,אשדות הפסגה,Ashdoth-Pisgah,ʼAshdôwth hap-Piçgâh,Hebrew,אשדות הפסגה,
H835,1480,ʼesher,shin-resh,שר,blessing ,ashe,Pedi,אשר,ashe.mp3
H835,1480,ʼesher,shin-resh,שר,greeting,ashe,Pedi,אשר,ashe.mp3
H786,1228,ʼish,yud-shin,יש,there,ashe,Pedi,אש,ashe.mp3
H794,1464,ʼăshêdâh,shin-dalet,שד,ravine,ʼăshêdâh,Hebrew,אשדה,
H794,1464,ʼăshêdâh,shin-dalet,שד,springs,ʼăshêdâh,Hebrew,אשדה,
H818,1473,ʼâshêm,shin-mem,שמ,guilty,ʼâshêm,Hebrew,אשם,
H6226,2583,ʻâshên,ayin-shin-nun,עשנ,smoky,ʻâshên,Hebrew,עשן,
H836,1111,ʼÂshêr,NAME,אשר,Asher,ʼÂshêr,Hebrew,אשר,
H834,1480,ʼăsher,shin-resh,שר,who,ʼăsher,Hebrew,אשר,
H842,1111,ʼăshêrâh,NAME,אשרה,Asherah,ʼăshêrâh,Hebrew,אשרה,
H843,1111,ʼÂshêrîy,NAME,אשרי,Asherite,ʼÂshêrîy,Hebrew,אשרי,
H6244,1366,ʻâshêsh,ayin-shin,עש,consumed ,ʻâshêsh,Hebrew,עשש,
H6244,1366,ʻâshêsh,ayin-shin,עש,shrink,ʻâshêsh,Hebrew,עשש,
H6246,2586,ʻăshith,ayin-shin-tav,עשת,purpose,ʻăshith,Hebrew,עשת,
H807,1111,ʼAshîymâʼ,NAME,אשימא,Ashima,ʼAshîymâʼ,Hebrew,אשימא,
H6223,2585,ʻâshîyr,ayin-shin-resh,עשר,rich,ʻâshîyr,Hebrew,עשיר,
H808,1021,ʼâshîysh,aleph-shin,אש,foundation,ʼâshîysh,Hebrew,אשיש,
H809,1021,ʼăshîyshâh,aleph-shin,אש,closely pressed together,ʼăshîyshâh,Hebrew,אשישה,
H813,1111,ʼAshkᵉnaz,NAME,אשכנז,Ashkenaz,ʼAshkᵉnaz,Hebrew,אשכנז,
H819,1473,ʼashmâh,shin-mem,שמ,guiltiness,ʼashmâh,Hebrew,אשמה,
H820,1473,ʼashmân,shin-mem,שמ,fat,ʼashmân,Hebrew,אשמן,
H821,2853,ʼashmurâh,shin-mem-resh,שמר,night watch,ʼashmurâh,Hebrew,אשמרה,
H821,2853,ʼashmurâh,shin-mem-resh,שמר,watch,ʼashmurâh,Hebrew,אשמרה,
H823,1111,ʼAshnâh,NAME,אשנה,Ashnah,ʼAshnâh,Hebrew,אשנה,
H6216,2584,ʻâshôwq,ayin-shin-quph,עשק,oppressive,ʻâshôwq,Hebrew,עשוק,
H6216,2584,ʻâshôwq,ayin-shin-quph,עשק,oppressor,ʻâshôwq,Hebrew,עשוק,
H6219,2586,ʻâshôwth,ayin-shin-tav,עשת,bright,ʻâshôwth,Hebrew,עשות,
H6219,2586,ʻâshôwth,ayin-shin-tav,עשת,shining,ʻâshôwth,Hebrew,עשות,
H827,1477,ʼashpâh,shin-pey,שפ,quiver,ʼashpâh,Hebrew,אשפה,
H828,1111,ʼAshpᵉnaz,NAME,אשפנז,Ashpenaz,ʼAshpᵉnaz,Hebrew,אשפנז,
H830,2870,ʼashpôth,shin-pey-tav,שפת,dung,ʼashpôth,Hebrew,אשפת,
H830,2870,ʼashpôth,shin-pey-tav,שפת,dunghill,ʼashpôth,Hebrew,אשפת,
H830,2870,ʼashpôth,shin-pey-tav,שפת,rubbish,ʼashpôth,Hebrew,אשפת,
H831,1111,ʼAshqᵉlôwn,NAME,אשקלון,Ashkelon,ʼAshqᵉlôwn,Hebrew,אשקלון,
H826,1477,ʼashshâph,shin-pey,שפ,astrologer,ʼashshâph,Hebrew,אשף,
H826,1477,ʼashshâph,shin-pey,שפ,conjurer,ʼashshâph,Hebrew,אשף,
H826,1477,ʼashshâph,shin-pey,שפ,enchanter,ʼashshâph,Hebrew,אשף,
H825,1477,ʼashshâph,shin-pey,שפ,conjurer,ʼashshâph,Hebrew,אשף,
H804,1111,ʼAshshûwr,NAME,אשור,Ashshur,ʼAshshûwr,Hebrew,אשור,
H6252,1111,ʻAshtârôwth,NAME,עשתרות,Ashtaroth,ʻAshtârôwth,Hebrew,עשתרות,
H6251,3047,ʻashtᵉrâh,ayin-shin-tav-resh,עשתר,flock ,ʻashtᵉrâh,Hebrew,עשתרה,
H6251,3047,ʻashtᵉrâh,ayin-shin-tav-resh,עשתר,increase,ʻashtᵉrâh,Hebrew,עשתרה,
H6254,1111,ʻAshtᵉrâthîy,NAME,עשתרתי,Ashterathite,ʻAshtᵉrâthîy,Hebrew,עשתרתי,
H6255,1111,ʻAshtᵉrôth Qarnayim,NAME,עשתרת קרנים,Ashteroth-Karnaim,ʻAshtᵉrôth Qarnayim,Hebrew,עשתרת קרנים,
H6249,2586,ʻashtêy,ayin-shin-tav,עשת,eleven,ʻashtêy,Hebrew,עשתי,
H6253,1111,ʻAshtôreth,NAME,עשתרת,Ashtoreth,ʻAshtôreth,Hebrew,עשתרת,
H6248,2586,ʻashtûwth,ayin-shin-tav,עשת,cogitation,ʻashtûwth,Hebrew,עשתות,
H838,1480,ʼâshur,shin-resh,שר,step,ʼâshur,Hebrew,אשר,
H839,1480,ʼăshur,shin-resh,שר,cedar tree,ʼăshur,Hebrew,אשר,
H6217,2584,ʻâshûwq,ayin-shin-quph,עשק,oppression,ʻâshûwq,Hebrew,עשוק,
H6217,2584,ʻâshûwq,ayin-shin-quph,עשק,tyranny,ʻâshûwq,Hebrew,עשוק,
H6220,1111,ʻAshwâth,NAME,עשות,Ashvath,ʻAshwâth,Hebrew,עשות,
H2088,1143,zeh,zayin-hey,זה,then,asi,Shona,זה, 
H6221,1111,ʻĂsîyʼêl,NAME,עשיאל,Asiel,ʻĂsîyʼêl,Hebrew,עשיאל,
H6224,2563,ʻăsîyrîy,ayin-samehh-resh,עסר,tenth,ʻăsîyrîy,Hebrew,עשירי,
H6218,2563,ʻâsôwr,ayin-samehh-resh,עסר,ten,ʻâsôwr,Hebrew,עשור,
H6218,2563,ʻâsôwr,ayin-samehh-resh,עסר,tenth,ʻâsôwr,Hebrew,עשור,
H845,1111,ʼAsriʼêlîy,NAME,אשראלי,Asrielite,ʼAsriʼêlîy,Hebrew,אשראלי,
H844,1111,ʼAsrîyʼêl,NAME,אשריאל,Asriel,ʼAsrîyʼêl,Hebrew,אשריאל,
H328,1009,ʼaṭ,aleph-tet,אט,necromancer,ʼaṭ,Hebrew,אט,
H5712,1349,ʻêdâh,ayin-dalet,עד,increase,ata,Southern Sotho,עדה,ata.mp3
H329,1188,ʼâṭâd,tet-dalet,טד,thorn-tree,ʼâṭâd,Hebrew,אטד,
H5844,1354,ʻâṭâh,ayin-tet,עט,wrap,ʻâṭâh,Hebrew,עטה,
H5847,3042,ʻăṭallêph,ayin-tet-lamed-pey,עטלפ,bat,ʻăṭallêph,Hebrew,עטלף,
H331,1197,ʼâṭam,tet-mem,טמ,close,ʼâṭam,Hebrew,אטם,
H865,1288,ʼethmôwl,mem-lamed,מל,come before,atamela,Southern Sotho,אתמול,atamela.mp3
H865,1288,ʼethmôwl,mem-lamed,מל,come close,atamela,Southern Sotho,אתמול,atamela.mp3
H5848,2537,ʻâṭaph,ayin-tet-pey,עטפ,cover,ʻâṭaph,Hebrew,עטף,
H5848,2537,ʻâṭaph,ayin-tet-pey,עטפ,fail,ʻâṭaph,Hebrew,עטף,
H5848,2537,ʻâṭaph,ayin-tet-pey,עטפ,faint,ʻâṭaph,Hebrew,עטף,
H5848,2537,ʻâṭaph,ayin-tet-pey,עטפ,feeble,ʻâṭaph,Hebrew,עטף,
H5848,2537,ʻâṭaph,ayin-tet-pey,עטפ,hide,ʻâṭaph,Hebrew,עטף,
H5848,2537,ʻâṭaph,ayin-tet-pey,עטפ,overwhelmed,ʻâṭaph,Hebrew,עטף,
H5848,2537,ʻâṭaph,ayin-tet-pey,עטפ,shroud,ʻâṭaph,Hebrew,עטף,
H5848,2537,ʻâṭaph,ayin-tet-pey,עטפ,swoon,ʻâṭaph,Hebrew,עטף,
H5849,2538,ʻâṭar,ayin-tet-resh,עטר,compass,ʻâṭar,Hebrew,עטר,
H5849,2538,ʻâṭar,ayin-tet-resh,עטר,crown,ʻâṭar,Hebrew,עטר,
H5849,2538,ʻâṭar,ayin-tet-resh,עטר,encircle,ʻâṭar,Hebrew,עטר,
H5849,2538,ʻâṭar,ayin-tet-resh,עטר,round,ʻâṭar,Hebrew,עטר,
H5851,1111,ʻĂṭârâh,NAME,עטרה,Atarah,ʻĂṭârâh,Hebrew,עטרה,
H5850,2538,ʻăṭârâh,ayin-tet-resh,עטר,crown,ʻăṭârâh,Hebrew,עטרה,
H5852,1111,ʻĂṭârôwth,NAME,עטרות,Ataroth,ʻĂṭârôwth,Hebrew,עטרות,
H333,1111,ʼÂṭêr,NAME,אטר,Ater,ʼÂṭêr,Hebrew,אטר,
H852,1022,ʼâth,aleph-tav,את,portent,ʼâth,Hebrew,את,
H6257,2587,ʻâthad,ayin-tav-dalet,עתד,prepare,ʻâthad,Hebrew,עתד,
H858,1022,ʼâthâh,aleph-tav,את,bring,ʼâthâh,Hebrew,אתה,
H857,1022,ʼâthâh,aleph-tav,את,arrive,ʼâthâh,Hebrew,אתה,
H857,1022,ʼâthâh,aleph-tav,את,come,ʼâthâh,Hebrew,אתה,
H6269,1111,ʻĂthâk,NAME,עתך,Athak,ʻĂthâk,Hebrew,עתך,
H6271,1111,ʻĂthalyâh,NAME,עתליה,Athaljah,ʻĂthalyâh,Hebrew,עתליה,
H6272,2588,ʻâtham,ayin-tav-mem,עתמ,darken,ʻâtham,Hebrew,עתם,
H6272,2588,ʻâtham,ayin-tav-mem,עתמ,glow,ʻâtham,Hebrew,עתם,
H6275,2589,ʻâthaq,ayin-tav-quph,עתק,remove,ʻâthaq,Hebrew,עתק,
H6277,2589,ʻâthâq,ayin-tav-quph,עתק,impudent,ʻâthâq,Hebrew,עתק,
H6280,2590,ʻâthar,ayin-tav-resh,עתר,be,ʻâthar,Hebrew,עתר,
H6280,2590,ʻâthar,ayin-tav-resh,עתר,multiply,ʻâthar,Hebrew,עתר,
H6282,2590,ʻâthâr,ayin-tav-resh,עתר,incense,ʻâthâr,Hebrew,עתר,
H870,1503,ʼăthar,tav-resh,תר,after,ʼăthar,Hebrew,אתר,
H870,1503,ʼăthar,tav-resh,תר,place,ʼăthar,Hebrew,אתר,
H871,1111,ʼĂthârîym,NAME,אתרים,Atharim,ʼĂthârîym,Hebrew,אתרים,
H871,1111,ʼĂthârîym,NAME,אתרים,Atharim,ʼĂthârîym,Hebrew,אתרים,
H6265,1111,ʻĂthâyâh,NAME,עתיה,Athajah,ʻĂthâyâh,Hebrew,עתיה,
H3284,1359,yaʻănâh,ayin-nun,ענ,whereas,athe,Southern Sotho,יענה,athe.mp3
H6276,2589,ʻâthêq,ayin-tav-quph,עתק,antique,ʻâthêq,Hebrew,עתק,
H6283,2590,ʻăthereth,ayin-tav-resh,עתר,copiousness,ʻăthereth,Hebrew,עתרת,
H6264,2587,ʻâthîyd,ayin-tav-dalet,עתד,prepared,ʻâthîyd,Hebrew,עתיד,
H6263,2587,ʻăthîyd,ayin-tav-dalet,עתד,prepared,ʻăthîyd,Hebrew,עתיד,
H6266,2589,ʻâthîyq,ayin-tav-quph,עתק,antique,ʻâthîyq,Hebrew,עתיק,
H6270,1111,ʻAthlay,NAME,עתלי,Athlai,ʻAthlay,Hebrew,עתלי,
H860,1497,ʼâthôwn,tav-nun,תנ,female donkey,ʼâthôwn,Hebrew,אתון,
H4962,1298,math,mem-tav,מת,people,athu,Kimbundu,מת, 
H6259,2587,ʻâthûwd,ayin-tav-dalet,עתד,prepared,ʻâthûwd,Hebrew,עתוד,
H5845,2536,ʻăṭîyn,ayin-tet-nun,עטנ,receptacle,ʻăṭîyn,Hebrew,עטין,
H5846,2539,ʻăṭîyshâh,ayin-tet-shin,עטש,neesing,ʻăṭîyshâh,Hebrew,עטישה,
H5846,2539,ʻăṭîyshâh,ayin-tet-shin,עטש,sneezing,ʻăṭîyshâh,Hebrew,עטישה,
H5853,1111,ʻAṭrôwth ʼAddâr,NAME,עטרות אדר,Atroth-Addar,ʻAṭrôwth ʼAddâr,Hebrew,עטרות אדר,
H5854,1111,ʻAṭrôwth bêyth Yôwʼâb,NAME,עטרות בית יואב,Atroth-beth-Joab,ʻAṭrôwth bêyth Yôwʼâb,Hebrew,עטרות בית יואב,
H5855,1111,ʻAṭrôwth Shôwphân,NAME,עטרות שופן,Atroth-Shophan,ʻAṭrôwth Shôwphân,Hebrew,עטרות שופן,
H6087,2566,ʻâtsab,ayin-tsade-beyt,עצב,carve,ʻâtsab,Hebrew,עצב,
H6091,2566,ʻâtsâb,ayin-tsade-beyt,עצב,image,ʻâtsâb,Hebrew,עצב,
H6088,2566,ʻătsab,ayin-tsade-beyt,עצב,afflict,ʻătsab,Hebrew,עצב,
H6095,1363,ʻâtsâh,ayin-tsade,עצ,fasten,ʻâtsâh,Hebrew,עצה,
H6101,2568,ʻâtsal,ayin-tsade-lamed,עצל,lean idly,ʻâtsal,Hebrew,עצל,
H680,1403,ʼâtsal,tsade-lamed,צל,join,ʼâtsal,Hebrew,אצל,
H680,1403,ʼâtsal,tsade-lamed,צל,keep,ʼâtsal,Hebrew,אצל,
H680,1403,ʼâtsal,tsade-lamed,צל,reserve,ʼâtsal,Hebrew,אצל,
H680,1403,ʼâtsal,tsade-lamed,צל,straighten,ʼâtsal,Hebrew,אצל,
H680,1403,ʼâtsal,tsade-lamed,צל,take,ʼâtsal,Hebrew,אצל,
H683,1111,ʼĂtsalyâhûw,NAME,אצליהו,Atsaljah,ʼĂtsalyâhûw,Hebrew,אצליהו,
H6105,2569,ʻâtsam,ayin-tsade-mem,עצמ,bind fast,ʻâtsam,Hebrew,עצם,
H6113,2570,ʻâtsâr,ayin-tsade-resh,עצר,able,ʻâtsâr,Hebrew,עצר,
H6113,2570,ʻâtsâr,ayin-tsade-resh,עצר,detain,ʻâtsâr,Hebrew,עצר,
H6113,2570,ʻâtsâr,ayin-tsade-resh,עצר,inclose,ʻâtsâr,Hebrew,עצר,
H6113,2570,ʻâtsâr,ayin-tsade-resh,עצר,keep,ʻâtsâr,Hebrew,עצר,
H6113,2570,ʻâtsâr,ayin-tsade-resh,עצר,prevail,ʻâtsâr,Hebrew,עצר,
H6113,2570,ʻâtsâr,ayin-tsade-resh,עצר,recover,ʻâtsâr,Hebrew,עצר,
H6113,2570,ʻâtsâr,ayin-tsade-resh,עצר,refrain,ʻâtsâr,Hebrew,עצר,
H6113,2570,ʻâtsâr,ayin-tsade-resh,עצר,reign,ʻâtsâr,Hebrew,עצר,
H6113,2570,ʻâtsâr,ayin-tsade-resh,עצר,retain,ʻâtsâr,Hebrew,עצר,
H6113,2570,ʻâtsâr,ayin-tsade-resh,עצר,shut,ʻâtsâr,Hebrew,עצר,
H6113,2570,ʻâtsâr,ayin-tsade-resh,עצר,stay,ʻâtsâr,Hebrew,עצר,
H6113,2570,ʻâtsâr,ayin-tsade-resh,עצר,withhold,ʻâtsâr,Hebrew,עצר,
H686,1411,ʼâtsar,tsade-resh,צר,bind,ʼâtsar,Hebrew,אצר,
H686,1411,ʼâtsar,tsade-resh,צר,compass,ʼâtsar,Hebrew,אצר,
H686,1411,ʼâtsar,tsade-resh,צר,gird,ʼâtsar,Hebrew,אצר,
H686,1411,ʼâtsar,tsade-resh,צר,store,ʼâtsar,Hebrew,אצר,
H686,1411,ʼâtsar,tsade-resh,צר,treasure,ʼâtsar,Hebrew,אצר,
H6116,2570,ʻătsârâh,ayin-tsade-resh,עצר,assembly,ʻătsârâh,Hebrew,עצרה,
H6092,2566,ʻâtsêb,ayin-tsade-beyt,עצב,workman,ʻâtsêb,Hebrew,עצב,
H6096,1363,ʻâtseh,ayin-tsade,עצ,spine,ʻâtseh,Hebrew,עצה,
H6102,2568,ʻâtsêl,ayin-tsade-lamed,עצל,indolent,ʻâtsêl,Hebrew,עצל,
H682,1111,ʼÂtsêl,NAME,אצל,Atsel,ʼÂtsêl,Hebrew,אצל,
H678,1403,ʼâtsîyl,tsade-lamed,צל,chief,ʼâtsîyl,Hebrew,אציל,
H678,1403,ʼâtsîyl,tsade-lamed,צל,extremity,ʼâtsîyl,Hebrew,אציל,
H678,1403,ʼâtsîyl,tsade-lamed,צל,noble,ʼâtsîyl,Hebrew,אציל,
H6103,2568,ʻatslâh,ayin-tsade-lamed,עצל,indolence,ʻatslâh,Hebrew,עצלה,
H6104,2568,ʻatslûwth,ayin-tsade-lamed,עצל,indolence,ʻatslûwth,Hebrew,עצלות,
H6111,1111,ʻAtsmôwn,NAME,עצמון,Atsmon,ʻAtsmôwn,Hebrew,עצמון,
H3289,1363,yâʻats,ayin-tsade,עצ,advice,atsoa,Southern Sotho,יעץ,atsoa.mp3
H3289,1363,yâʻats,ayin-tsade,עצ,give,atsoa,Southern Sotho,יעץ,atsoa.mp3
H3289,1363,yâʻats,ayin-tsade,עצ,grant,atsoa,Southern Sotho,יעץ,atsoa.mp3
H3289,1363,yâʻats,ayin-tsade,עצ,help,atsoa,Southern Sotho,יעץ,atsoa.mp3
H6094,2566,ʻatstsebeth,ayin-tsade-beyt,עצב,idol,ʻatstsebeth,Hebrew,עצבת,
H679,1403,ʼatstsîyl,tsade-lamed,צל,great,ʼatstsîyl,Hebrew,אציל,
H679,1403,ʼatstsîyl,tsade-lamed,צל,hole,ʼatstsîyl,Hebrew,אציל,
H679,1403,ʼatstsîyl,tsade-lamed,צל,joint of the hand,ʼatstsîyl,Hebrew,אציל,
H6110,2569,ʻatstsumâh,ayin-tsade-mem,עצמ,bulwark,ʻatstsumâh,Hebrew,עצמה,
H6099,2569,ʻâtsûwm,ayin-tsade-mem,עצמ,powerful,ʻâtsûwm,Hebrew,עצום,
H859,1022,ʼattâh,aleph-tav,את,thou,ʼattâh,Hebrew,אתה,
H6262,1111,ʻAttay,NAME,עתי,Attai,ʻAttay,Hebrew,עתי,
H6268,2589,ʻattîyq,ayin-tav-quph,עתק,venerable,ʻattîyq,Hebrew,עתיק,
H6267,2589,ʻattîyq,ayin-tav-quph,עתק,removed,ʻattîyq,Hebrew,עתיק,
H6260,2587,ʻattûwd,ayin-tav-dalet,עתד,prepared,ʻattûwd,Hebrew,עתוד,
H861,1021,ʼattûwn,aleph-shin,אש,fire-place,ʼattûwn,Hebrew,אתון,
H862,1502,ʼattûwq,tav-quph,תק,ledge,ʼattûwq,Hebrew,אתוק,
H5753,1511,ʻâwâh,ayin-hey,עה,amiss,ʻâwâh,Hebrew,עוה,
H5753,1511,ʻâwâh,ayin-hey,עה,bow,ʻâwâh,Hebrew,עוה,
H5753,1511,ʻâwâh,ayin-hey,עה,crook,ʻâwâh,Hebrew,עוה,
H5753,1511,ʻâwâh,ayin-hey,עה,crooked,ʻâwâh,Hebrew,עוה,
H5753,1511,ʻâwâh,ayin-hey,עה,iniquity,ʻâwâh,Hebrew,עוה,
H5753,1511,ʻâwâh,ayin-hey,עה,perverse,ʻâwâh,Hebrew,עוה,
H5753,1511,ʻâwâh,ayin-hey,עה,pervert,ʻâwâh,Hebrew,עוה,
H5753,1511,ʻâwâh,ayin-hey,עה,trouble,ʻâwâh,Hebrew,עוה,
H5753,1511,ʻâwâh,ayin-hey,עה,turn,ʻâwâh,Hebrew,עוה,
H5753,1511,ʻâwâh,ayin-hey,עה,wicked,ʻâwâh,Hebrew,עוה,
H5753,1511,ʻâwâh,ayin-hey,עה,wrong,ʻâwâh,Hebrew,עוה,
H183,1005,ʼâwâh,aleph-hey,אה,wish for,ʼâwâh,Hebrew,אוה,
H5765,1058,ʻăwal,gimel-lamed,גל,distort,ʻăwal,Hebrew,עול,
